mode,axis,story_id,topic_idx,condition,label,direction,strength,margin,delta_margin,judgment_axis,steering_axis,direction_type,random_id,vector_kind,intervention,control_scale,direction_sd,alpha_absolute,standardized_shift,max_relative_norm_drift,decision_flipped
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_035,-0.1,10.25,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00012979310122318566,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_035,-0.1,10.625,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00012979310122318566,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_035,-0.1,9.5,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00013833156845066696,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_035,-0.1,-8.25,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00014384552196133882,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_035,-0.1,-9.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00014384552196133882,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_035,-0.1,-9.375,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00014384552196133882,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_035,-0.1,-8.75,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.33982269944294036,-1.8553747217563745,0.00014384552196133882,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_035,-0.05,10.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,3.6040011764271185e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_035,-0.05,10.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_035,-0.05,10.75,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_035,-0.05,9.5,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_035,-0.05,-8.125,0.25,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_035,-0.05,-9.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_035,-0.05,-9.375,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.435504160937853e-05,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_035,-0.05,-8.75,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,-0.16991134972147018,-0.9276873608781873,4.885637099505402e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_035,0.0,10.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_035,0.0,10.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_035,0.0,10.75,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_035,0.0,9.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_035,0.0,-8.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_035,0.0,-9.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_035,0.0,-9.5,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_035,0.0,-8.875,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.0,0.0,0.0,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_035,0.05,10.0,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.0520124457543716e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_035,0.05,10.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.0969160181703046e-05,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_035,0.05,10.625,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.0969160181703046e-05,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_035,0.05,9.5,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.304703543311916e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_035,0.05,-8.125,0.25,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.304703543311916e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_035,0.05,-9.125,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.304703543311916e-05,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_035,0.05,-9.5,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,4.304703543311916e-05,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_035,0.05,-8.75,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.16991134972147018,0.9276873608781873,5.2588453399948776e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_035,0.1,10.0,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.00013857845624443144,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_035,0.1,10.375,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.00014418989303521812,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_035,0.1,10.75,0.0,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.0001443140208721161,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_035,0.1,9.5,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.00014612787344958633,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_035,0.1,-8.25,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.0001619947433937341,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_035,0.1,-9.25,-0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.0001619947433937341,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_035,0.1,-9.375,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.0001619947433937341,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_035,0.1,-8.75,0.125,warmth,,random,035,raw,norm_preserving,sd_matched,0.18315583124968424,0.33982269944294036,1.8553747217563745,0.0001619947433937341,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_036,-0.1,10.0,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.0002313475706614554,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_036,-0.1,10.25,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.0002313475706614554,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_036,-0.1,10.75,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.0002313475706614554,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_036,-0.1,9.5,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.0002313475706614554,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_036,-0.1,-8.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.00026767505914904177,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_036,-0.1,-9.25,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.00026767505914904177,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_036,-0.1,-9.5,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.00026767505914904177,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_036,-0.1,-8.625,0.25,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.5438679987515752,-1.8553747217563745,0.00026767505914904177,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_036,-0.05,10.125,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00013095907343085855,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_036,-0.05,10.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_036,-0.05,10.75,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_036,-0.05,9.5,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_036,-0.05,-8.25,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_036,-0.05,-9.0,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_036,-0.05,-9.5,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_036,-0.05,-8.625,0.25,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,-0.2719339993757876,-0.9276873608781873,0.00014492076297756284,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_036,0.0,10.125,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_036,0.0,10.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_036,0.0,10.75,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_036,0.0,9.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_036,0.0,-8.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_036,0.0,-9.125,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_036,0.0,-9.5,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_036,0.0,-8.875,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.0,0.0,0.0,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_036,0.05,10.0,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_036,0.05,10.25,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_036,0.05,10.75,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_036,0.05,9.5,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_036,0.05,-8.25,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_036,0.05,-9.125,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_036,0.05,-9.5,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_036,0.05,-8.75,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.2719339993757876,0.9276873608781873,0.00013095907343085855,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_036,0.1,10.0,-0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.0001967291027540341,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_036,0.1,10.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.0001967291027540341,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_036,0.1,10.75,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.0001967291027540341,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_036,0.1,9.375,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.0001967291027540341,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_036,0.1,-8.25,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.00022328725026454777,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_036,0.1,-9.125,0.0,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.00022328725026454777,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_036,0.1,-9.375,0.125,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.00022328725026454777,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_036,0.1,-8.625,0.25,warmth,,random,036,raw,norm_preserving,sd_matched,0.29313108148672373,0.5438679987515752,1.8553747217563745,0.00022328725026454777,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_037,-0.1,10.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_037,-0.1,10.25,-0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_037,-0.1,10.875,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_037,-0.1,9.5,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_037,-0.1,-8.125,0.25,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_037,-0.1,-9.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_037,-0.1,-9.375,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_037,-0.1,-8.875,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.4396111161933244,-1.8553747217563747,0.0002001804969040677,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_037,-0.05,10.0,-0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,6.139957258710638e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_037,-0.05,10.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,6.139957258710638e-05,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_037,-0.05,10.875,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,6.33469462627545e-05,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_037,-0.05,9.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,6.617572216782719e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_037,-0.05,-8.25,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,7.20836833352223e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_037,-0.05,-9.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,7.20836833352223e-05,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_037,-0.05,-9.375,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,7.565224223071709e-05,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_037,-0.05,-8.75,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,-0.2198055580966622,-0.9276873608781874,7.565224223071709e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_037,0.0,10.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_037,0.0,10.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_037,0.0,10.75,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_037,0.0,9.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_037,0.0,-8.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_037,0.0,-9.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_037,0.0,-9.5,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_037,0.0,-8.875,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.0,0.0,0.0,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_037,0.05,10.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,5.779816638096236e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_037,0.05,10.25,-0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.055367339286022e-05,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_037,0.05,10.75,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.14748423686251e-05,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_037,0.05,9.5,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.200784264365211e-05,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_037,0.05,-8.25,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.276353815337643e-05,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_037,0.05,-9.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.675939221167937e-05,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_037,0.05,-9.375,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.675939221167937e-05,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_037,0.05,-8.625,0.25,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.2198055580966622,0.9276873608781874,6.675939221167937e-05,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_037,0.1,10.0,-0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00022381727467291057,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_037,0.1,10.375,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00022646479192189872,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_037,0.1,10.75,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00022694373910780996,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_037,0.1,9.5,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00024031555221881717,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_037,0.1,-8.25,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00024031555221881717,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_037,0.1,-9.125,0.0,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00024031555221881717,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_037,0.1,-9.375,0.125,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00024031555221881717,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_037,0.1,-8.625,0.25,warmth,,random,037,raw,norm_preserving,sd_matched,0.23693926140007462,0.4396111161933244,1.8553747217563747,0.00024031555221881717,False
steering,warmth,high_warmth_t003_s00028,3,high_warmth,1,random_038,-0.1,10.0,-0.125,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,8.602306479588151e-05,False
steering,warmth,high_warmth_t008_s00048,8,high_warmth,1,random_038,-0.1,10.375,0.0,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,9.549406968289986e-05,False
steering,warmth,high_warmth_t015_s00060,15,high_warmth,1,random_038,-0.1,10.75,0.0,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,9.851600771071389e-05,False
steering,warmth,high_warmth_t049_s00120,49,high_warmth,1,random_038,-0.1,9.5,0.125,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,0.00010847252269741148,False
steering,warmth,low_warmth_t003_s00029,3,low_warmth,0,random_038,-0.1,-8.25,0.125,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,0.00010847252269741148,False
steering,warmth,low_warmth_t008_s00049,8,low_warmth,0,random_038,-0.1,-9.125,0.0,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,0.00010847252269741148,False
steering,warmth,low_warmth_t015_s00061,15,low_warmth,0,random_038,-0.1,-9.5,0.0,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,0.00010847252269741148,False
steering,warmth,low_warmth_t049_s00121,49,low_warmth,0,random_038,-0.1,-8.75,0.125,warmth,,random,038,raw,norm_preserving,sd_matched,0.19699255413239644,-0.3654950053114726,-1.8553747217563745,0.00010847252269741148,False
